Weekend_Dates,Days,Movie_Name,Revenue,Viewers,Shows,Average_Revenue_Per_Show,Average_Viewers_Per_Show,Revenue_Share,Shows_Share
26.12 - 29.12.2019,3,Холоп,1411187954,5041310,57090,24718,88,37.85%,22.81%
26.12 - 29.12.2019,3,Вторжение,649256871,2235535,49431,13134,45,17.42%,19.75%
26.12 - 29.12.2019,3,Союз спасения,382499271,1342172,34452,11102,38,10.26%,13.77%
26.12 - 29.12.2019,3,Иван Царевич и Серый Волк 4,306540594,1324749,30373,10092,43,8.22%,12.14%
26.12 - 29.12.2019,3,Джуманджи: Новый уровень,208452078,691821,10201,20434,67,5.59%,4.08%
26.12 - 29.12.2019,3,Фиксики против кработов,199318523,896765,18526,10758,48,5.35%,7.40%
26.12 - 29.12.2019,3,Полицейский с Рублевки. Новогодний Беспредел 2,197730971,673598,14606,13537,46,5.30%,5.84%
26.12 - 29.12.2019,3,Холодное сердце II,123582771,473310,7219,17119,65,3.31%,2.88%
26.12 - 29.12.2019,3,Звёздные Войны: Скайуокер. Восход,117476366,334326,9622,12209,34,3.15%,3.84%
26.12 - 29.12.2019,3,Кошки,36424693,121945,6999,5204,17,0.98%,2.80%
19.12 - 22.12.2019,3,Холоп,305983080,1140474,29492,10375,38,36.73%,22.60%
19.12 - 22.12.2019,3,Союз спасения,123917109,453875,27346,4531,16,14.88%,20.96%
19.12 - 22.12.2019,3,Звёздные Войны: Скайуокер. Восход,92351071,285890,14802,6239,19,11.09%,11.35%
19.12 - 22.12.2019,3,Иван Царевич и Серый Волк 4,83398165,393478,19668,4240,20,10.01%,15.07%
19.12 - 22.12.2019,3,Полицейский с Рублевки. Новогодний Беспредел 2,75088363,279997,10785,6962,25,9.01%,8.27%
19.12 - 22.12.2019,3,Джуманджи: Новый уровень,51226911,200559,7242,7073,27,6.15%,5.55%
19.12 - 22.12.2019,3,Фиксики против кработов,50168009,241696,12685,3954,19,6.02%,9.72%
19.12 - 22.12.2019,3,Холодное сердце II,24833803,108889,3194,7775,34,2.98%,2.45%
19.12 - 22.12.2019,3,Достать ножи,7121852,19552,644,11058,30,0.85%,0.49%
19.12 - 22.12.2019,3,Рождество на двоих,5371487,17621,620,8663,28,0.64%,0.48%
12.12 - 15.12.2019,3,Звёздные Войны: Скайуокер. Восход,331364403,1004650,38697,8563,25,40.86%,33.19%
12.12 - 15.12.2019,3,Полицейский с Рублевки. Новогодний Беспредел 2,170134099,633274,25952,6555,24,20.98%,22.26%
12.12 - 15.12.2019,3,Джуманджи: Новый уровень,125876278,481114,19552,6438,24,15.52%,16.77%
12.12 - 15.12.2019,3,Холодное сердце II,60293699,265272,9408,6408,28,7.43%,8.07%
12.12 - 15.12.2019,3,Фиксики против кработов,54542556,252475,7108,7673,35,6.73%,6.10%
12.12 - 15.12.2019,3,Рождество на двоих,14572203,51669,2623,5555,19,1.80%,2.25%
12.12 - 15.12.2019,3,Достать ножи,14334784,42245,1466,9778,28,1.77%,1.26%
12.12 - 15.12.2019,3,Черное Рождество,10386711,37128,4539,2288,8,1.28%,3.89%
12.12 - 15.12.2019,3,Ford против Ferrari,5650003,17668,804,7027,21,0.70%,0.69%
12.12 - 15.12.2019,3,Ржев,4877659,21534,1184,4119,18,0.60%,1.02%
05.12 - 08.12.2019,3,Полицейский с Рублевки. Новогодний Беспредел 2,356254202,1309061,40243,8852,32,36.28%,31.46%
05.12 - 08.12.2019,3,Джуманджи: Новый уровень,313283327,1105679,35456,8835,31,31.90%,27.72%
05.12 - 08.12.2019,3,Холодное сердце II,157024183,693702,19395,8096,35,15.99%,15.16%
05.12 - 08.12.2019,3,Рождество на двоих,34723470,121950,6237,5567,19,3.54%,4.88%
05.12 - 08.12.2019,3,Достать ножи,30159060,91788,3277,9203,28,3.07%,2.56%
05.12 - 08.12.2019,3,Ржев,21789713,90861,3741,5824,24,2.22%,2.92%
05.12 - 08.12.2019,3,Ford против Ferrari,13811423,42906,1552,8899,27,1.41%,1.21%
05.12 - 08.12.2019,3,Сиротский Бруклин,12341581,37741,2751,4486,13,1.26%,2.15%
05.12 - 08.12.2019,3,Алла Пугачёва. Тот самый концерт,9203903,33206,1080,8522,30,0.94%,0.84%
05.12 - 08.12.2019,3,Лев Яшин. Вратарь моей мечты,7233825,32549,2009,3600,16,0.74%,1.57%
28.11 - 01.12.2019,3,Холодное сердце II,380279567,1552800,37108,10247,41,42.37%,32.57%
28.11 - 01.12.2019,3,Джуманджи: Новый уровень,156338895,493835,8673,18025,56,17.42%,7.61%
28.11 - 01.12.2019,3,Рождество на двоих,76664822,274240,13486,5684,20,8.54%,11.84%
28.11 - 01.12.2019,3,Достать ножи,59017160,192715,8906,6626,21,6.58%,7.82%
28.11 - 01.12.2019,3,Ржев,39977717,156486,5954,6714,26,4.45%,5.23%
28.11 - 01.12.2019,3,Алла Пугачёва. Тот самый концерт,34853168,107034,1283,27165,83,3.88%,1.13%
28.11 - 01.12.2019,3,Ford против Ferrari,28808721,92256,3036,9489,30,3.21%,2.66%
28.11 - 01.12.2019,3,Сиротский Бруклин,28765030,88976,6251,4601,14,3.21%,5.49%
28.11 - 01.12.2019,3,Лев Яшин. Вратарь моей мечты,26085983,112707,6428,4058,17,2.91%,5.64%
28.11 - 01.12.2019,3,Война Токов,17213642,54951,4154,4143,13,1.92%,3.65%
21.11 - 24.11.2019,3,Холодное сердце II,798609491,3057878,49478,16140,61,68.91%,43.04%
21.11 - 24.11.2019,3,Достать ножи,104111813,338853,15269,6818,22,8.98%,13.28%
21.11 - 24.11.2019,3,Ford против Ferrari,70545943,231488,6196,11385,37,6.09%,5.39%
21.11 - 24.11.2019,3,Лев Яшин. Вратарь моей мечты,58826883,230649,10243,5743,22,5.08%,8.91%
21.11 - 24.11.2019,3,Аванпост,34284084,135802,10430,3287,13,2.96%,9.07%
21.11 - 24.11.2019,3,Давай разведемся!,21595706,90652,4342,4973,20,1.86%,3.78%
21.11 - 24.11.2019,3,Алла Пугачёва. Тот самый концерт,17433573,58715,583,29903,100,1.50%,0.51%
21.11 - 24.11.2019,3,Тварь,11456480,42462,6007,1907,7,0.99%,5.23%
21.11 - 24.11.2019,3,Аббатство Даунтон,5447292,17176,1160,4695,14,0.47%,1.01%
21.11 - 24.11.2019,3,Прекрасная эпоха,4654461,13538,882,5277,15,0.40%,0.77%
14.11 - 17.11.2019,3,Ford против Ferrari,161649547,515737,14546,11112,35,29.87%,15.24%
14.11 - 17.11.2019,3,Аванпост,87293405,323328,26382,3308,12,16.13%,27.63%
14.11 - 17.11.2019,3,Давай разведемся!,52427013,185119,6847,7656,27,9.69%,7.17%
14.11 - 17.11.2019,3,Семейка Аддамс,42121731,176774,6664,6320,26,7.78%,6.98%
14.11 - 17.11.2019,3,Малефисента: Владычица тьмы,29603690,118712,4094,7230,28,5.47%,4.29%
14.11 - 17.11.2019,3,Доктор Сон,19454001,71948,4380,4441,16,3.59%,4.59%
14.11 - 17.11.2019,3,Ангелы Чарли,19158919,73138,7922,2418,9,3.54%,8.30%
14.11 - 17.11.2019,3,Аббатство Даунтон,18123067,52212,3126,5797,16,3.35%,3.27%
14.11 - 17.11.2019,3,Обратный отсчет,14823318,53660,3314,4472,16,2.74%,3.47%
14.11 - 17.11.2019,3,Стражи Арктики,13165747,65044,3466,3798,18,2.43%,3.63%
07.11 - 10.11.2019,3,Ford против Ferrari,198805404,620919,19186,10362,32,32.70%,18.28%
07.11 - 10.11.2019,3,Семейка Аддамс,63700497,268174,9397,6778,28,10.48%,8.95%
07.11 - 10.11.2019,3,Ангелы Чарли,60576583,210662,18113,3344,11,9.96%,17.26%
07.11 - 10.11.2019,3,Доктор Сон,54452736,198501,11606,4691,17,8.96%,11.06%
07.11 - 10.11.2019,3,Малефисента: Владычица тьмы,42907162,169725,5073,8457,33,7.06%,4.83%
07.11 - 10.11.2019,3,Текст,25368374,86473,2910,8717,29,4.17%,2.77%
07.11 - 10.11.2019,3,Мидуэй,23295031,84818,8689,2680,9,3.83%,8.28%
07.11 - 10.11.2019,3,Хороший лжец,20881649,66118,3359,6216,19,3.44%,3.20%
07.11 - 10.11.2019,3,Стражи Арктики,19345752,91928,4595,4210,20,3.18%,4.38%
07.11 - 10.11.2019,3,Грех,18619501,61324,2065,9016,29,3.06%,1.97%
31.10 - 04.11.2019,4,Семейка Аддамс,133571348,554014,17018,7848,32,20.54%,15.33%
31.10 - 04.11.2019,4,Доктор Сон,125427567,439105,25410,4936,17,19.29%,22.88%
31.10 - 04.11.2019,4,Малефисента: Владычица тьмы,90057839,354002,8892,10127,39,13.85%,8.01%
31.10 - 04.11.2019,4,Терминатор: Темные судьбы,78774562,269095,14147,5568,19,12.11%,12.74%
31.10 - 04.11.2019,4,Текст,44967360,151888,4482,10032,33,6.92%,4.04%
31.10 - 04.11.2019,4,Во все тяжкое,37025039,112492,3550,10429,31,5.69%,3.20%
31.10 - 04.11.2019,4,Девятая,36424571,135398,16284,2236,8,5.60%,14.66%
31.10 - 04.11.2019,4,Джокер,22965829,73953,2291,10024,32,3.53%,2.06%
31.10 - 04.11.2019,4,Верность,20941761,73113,3547,5904,20,3.22%,3.19%
31.10 - 04.11.2019,4,РОБО,10990157,56446,4518,2432,12,1.69%,4.07%
24.10 - 27.10.2019,3,Семейка Аддамс,464989233,1904041,34375,13526,55,30.95%,21.01%
24.10 - 27.10.2019,3,Терминатор: Темные судьбы,326981441,1093238,37455,8729,29,21.76%,22.89%
24.10 - 27.10.2019,3,Малефисента: Владычица тьмы,291784743,1202327,20359,14331,59,19.42%,12.44%
24.10 - 27.10.2019,3,Текст,102135686,354716,11970,8532,29,6.80%,7.31%
24.10 - 27.10.2019,3,Zомбилэнд: Контрольный выстрел,60105504,215553,9741,6170,22,4.00%,5.95%
24.10 - 27.10.2019,3,Джокер,59265488,189864,4533,13074,41,3.94%,2.77%
24.10 - 27.10.2019,3,РОБО,46965570,218569,14878,3156,14,3.13%,9.09%
24.10 - 27.10.2019,3,Верность,45950224,154297,7669,5991,20,3.06%,4.69%
24.10 - 27.10.2019,3,Эверест,29197761,138408,3199,9127,43,1.94%,1.95%
24.10 - 27.10.2019,3,Дитя погоды,22532012,85658,2218,10158,38,1.50%,1.36%
17.10 - 20.10.2019,3,Малефисента: Владычица тьмы,403069551,1523722,31613,12750,48,47.45%,27.44%
17.10 - 20.10.2019,3,Zомбилэнд: Контрольный выстрел,120099580,425160,16863,7122,25,14.14%,14.64%
17.10 - 20.10.2019,3,Джокер,93597296,314743,9319,10043,33,11.02%,8.09%
17.10 - 20.10.2019,3,Текст,91837019,317692,19773,4644,16,10.81%,17.16%
17.10 - 20.10.2019,3,Эверест,45139819,213752,6803,6635,31,5.31%,5.91%
17.10 - 20.10.2019,3,Урфин Джюс возвращается,31254069,149473,10920,2862,13,3.68%,9.48%
17.10 - 20.10.2019,3,Гемини,10466490,41606,3560,2940,11,1.23%,3.09%
17.10 - 20.10.2019,3,Дождливый день в Нью-Йорке,8588568,22896,768,11183,29,1.01%,0.67%
17.10 - 20.10.2019,3,Сельма в городе призраков,7152613,33383,2884,2480,11,0.84%,2.50%
17.10 - 20.10.2019,3,Арахисовый сокол,6610009,20126,1429,4625,14,0.78%,1.24%
10.10 - 13.10.2019,3,Малефисента: Владычица тьмы,634232725,2260811,46554,13623,48,62.04%,39.83%
10.10 - 13.10.2019,3,Джокер,184266460,642052,18727,9839,34,18.02%,16.02%
10.10 - 13.10.2019,3,Эверест,72766648,337455,12476,5832,27,7.12%,10.67%
10.10 - 13.10.2019,3,Гемини,46312191,170554,13830,3348,12,4.53%,11.83%
10.10 - 13.10.2019,3,Девушки бывают разные,19510211,77124,5926,3292,13,1.91%,5.07%
10.10 - 13.10.2019,3,Дождливый день в Нью-Йорке,16683191,48797,2278,7323,21,1.63%,1.95%
10.10 - 13.10.2019,3,"ОКЕЙ, ЛЕКСИ!",11005360,36900,3083,3569,11,1.08%,2.64%
10.10 - 13.10.2019,3,Они,9572387,35952,3112,3075,11,0.94%,2.66%
10.10 - 13.10.2019,3,Матрица,8315074,27651,1683,4940,16,0.81%,1.44%
10.10 - 13.10.2019,3,К звездам,3697320,14917,967,3823,15,0.36%,0.83%
03.10 - 06.10.2019,3,Джокер,404341900,1406279,30978,13052,45,46.44%,26.18%
03.10 - 06.10.2019,3,Эверест,175859731,769930,21460,8194,35,20.20%,18.14%
03.10 - 06.10.2019,3,Гемини,152086443,512043,31686,4799,16,17.47%,26.78%
03.10 - 06.10.2019,3,Девушки бывают разные,50044113,188034,10694,4679,17,5.75%,9.04%
03.10 - 06.10.2019,3,Дождливый день в Нью-Йорке,27345309,79603,3481,7855,22,3.14%,2.94%
03.10 - 06.10.2019,3,К звездам,15333340,55067,3794,4041,14,1.76%,3.21%
03.10 - 06.10.2019,3,Герой,8637509,35286,2952,2925,11,0.99%,2.49%
03.10 - 06.10.2019,3,Тайна Печати Дракона,6699155,32762,2326,2880,14,0.77%,1.97%
03.10 - 06.10.2019,3,Щенячий патруль: Мегащенки и Шиммер и Шайн,6266081,35044,2241,2796,15,0.72%,1.89%
03.10 - 06.10.2019,3,Сестренка,4011585,21785,318,12615,68,0.46%,0.27%
26.09 - 29.09.2019,3,Джокер,635103919,2110341,41119,15445,51,61.88%,35.40%
26.09 - 29.09.2019,3,Эверест,234368996,980881,29772,7872,32,22.84%,25.63%
26.09 - 29.09.2019,3,К звездам,51489461,177752,11906,4324,14,5.02%,10.25%
26.09 - 29.09.2019,3,Герой,34735798,133475,10054,3454,13,3.38%,8.66%
26.09 - 29.09.2019,3,Тайна Печати Дракона,18397222,78654,5368,3427,14,1.79%,4.62%
26.09 - 29.09.2019,3,Волшебник,8288551,33824,4516,1835,7,0.81%,3.89%
26.09 - 29.09.2019,3,Ты умеешь хранить секреты?,7184372,24615,1761,4079,13,0.70%,1.52%
26.09 - 29.09.2019,3,Оно-2,6605981,24141,1372,4814,17,0.64%,1.18%
26.09 - 29.09.2019,3,Стриптизёрши,3955726,13493,844,4686,15,0.39%,0.73%
26.09 - 29.09.2019,3,Люби их всех,3934679,12394,1675,2349,7,0.38%,1.44%
19.09 - 22.09.2019,3,К звездам,189664968,602751,30134,6294,20,38.70%,29.31%
19.09 - 22.09.2019,3,Герой,90852693,339636,23895,3802,14,18.54%,23.24%
19.09 - 22.09.2019,3,Тайна Печати Дракона,72942585,287846,17021,4285,16,14.88%,16.56%
19.09 - 22.09.2019,3,Оно-2,32078185,118754,5563,5766,21,6.55%,5.41%
19.09 - 22.09.2019,3,Стриптизёрши,18613285,62203,2941,6328,21,3.80%,2.86%
19.09 - 22.09.2019,3,Комната желаний,12815067,46570,2668,4803,17,2.61%,2.60%
19.09 - 22.09.2019,3,Королевские каникулы,9839075,41678,1616,6088,25,2.01%,1.57%
19.09 - 22.09.2019,3,Yesterday (Вчера),9364467,31966,3028,3092,10,1.91%,2.95%
19.09 - 22.09.2019,3,Побег из джунглей,8499250,42052,2222,3825,18,1.73%,2.16%
19.09 - 22.09.2019,3,Рэмбо: Последняя кровь,7021403,26062,3391,2070,7,1.43%,3.30%
12.09 - 15.09.2019,3,Тайна Печати Дракона,165837638,590181,35075,4728,16,36.45%,32.71%
12.09 - 15.09.2019,3,Оно-2,74223900,273620,11822,6278,23,16.31%,11.02%
12.09 - 15.09.2019,3,Стриптизёрши,38914930,128550,6149,6328,20,8.55%,5.73%
12.09 - 15.09.2019,3,Рэмбо: Последняя кровь,29849044,102778,9299,3209,11,6.56%,8.67%
12.09 - 15.09.2019,3,Yesterday (Вчера),24372686,80979,7644,3188,10,5.36%,7.13%
12.09 - 15.09.2019,3,Комната желаний,24245667,85783,4326,5604,19,5.33%,4.03%
12.09 - 15.09.2019,3,Щегол,15206951,51835,4250,3578,12,3.34%,3.96%
12.09 - 15.09.2019,3,Побег из джунглей,14017460,62403,3591,3903,17,3.08%,3.35%
12.09 - 15.09.2019,3,Однажды... в Голливуде,9847124,28705,1286,7657,22,2.16%,1.20%
12.09 - 15.09.2019,3,Королевские каникулы,9332976,39532,1867,4998,21,2.05%,1.74%
05.09 - 08.09.2019,3,Оно-2,557633691,2008194,44685,12479,44,77.19%,44.99%
05.09 - 08.09.2019,3,Одесса,31342981,111743,7365,4255,15,4.34%,7.41%
05.09 - 08.09.2019,3,Королевские каникулы,22689821,99662,6158,3684,16,3.14%,6.20%
05.09 - 08.09.2019,3,Однажды... в Голливуде,19110227,58518,2457,7777,23,2.65%,2.47%
05.09 - 08.09.2019,3,Я иду искать,17328307,63424,5182,3343,12,2.40%,5.22%
05.09 - 08.09.2019,3,Angry Birds 2 в кино,16009960,75991,4375,3659,17,2.22%,4.40%
05.09 - 08.09.2019,3,Жара,11767437,44423,5760,2042,7,1.63%,5.80%
05.09 - 08.09.2019,3,Король Лев,7245437,31074,1541,4701,20,1.00%,1.55%
05.09 - 08.09.2019,3,Битва,6368847,28971,3714,1714,7,0.88%,3.74%
05.09 - 08.09.2019,3,"Куда ты пропала, Бернадетт?",4852666,15155,1586,3059,9,0.67%,1.60%
05.09 - 08.09.2019,3,Работа без авторства,1152378,3853,433,2661,8,0.16%,0.44%
05.09 - 08.09.2019,3,МУЛЬТ в кино. Выпуск № 101,1524272,14455,4022,378,3,0.21%,4.05%
05.09 - 08.09.2019,3,Царство,1852704,6268,950,1950,6,0.26%,0.96%
05.09 - 08.09.2019,3,Щенячий патруль: Суперпатруль 2,2504907,15816,1377,1819,11,0.35%,1.39%
05.09 - 08.09.2019,3,Капкан,2693815,11116,1423,1893,7,0.37%,1.43%
05.09 - 08.09.2019,3,Опасные секреты,2981778,8445,1214,2456,6,0.41%,1.22%
05.09 - 08.09.2019,3,Игра Ганнибала,3360564,11870,1537,2186,7,0.47%,1.55%
05.09 - 08.09.2019,3,Команда мечты,3620237,21950,2526,1433,8,0.50%,2.54%
05.09 - 08.09.2019,3,ЭБИГЕЙЛ,3899605,19073,2110,1848,9,0.54%,2.12%
05.09 - 08.09.2019,3,Форсаж: Хоббс и Шоу,4484464,16127,918,4885,17,0.62%,0.92%
29.08 - 01.09.2019,3,Работа без авторства,1152378,3853,433,2661,8,0.16%,0.44%
29.08 - 01.09.2019,3,МУЛЬТ в кино. Выпуск № 101,1524272,14455,4022,378,3,0.21%,4.05%
29.08 - 01.09.2019,3,Царство,1852704,6268,950,1950,6,0.26%,0.96%
29.08 - 01.09.2019,3,Щенячий патруль: Суперпатруль 2,2504907,15816,1377,1819,11,0.35%,1.39%
29.08 - 01.09.2019,3,Капкан,2693815,11116,1423,1893,7,0.37%,1.43%
29.08 - 01.09.2019,3,Опасные секреты,2981778,8445,1214,2456,6,0.41%,1.22%
29.08 - 01.09.2019,3,Игра Ганнибала,3360564,11870,1537,2186,7,0.47%,1.55%
29.08 - 01.09.2019,3,Команда мечты,3620237,21950,2526,1433,8,0.50%,2.54%
29.08 - 01.09.2019,3,ЭБИГЕЙЛ,3899605,19073,2110,1848,9,0.54%,2.12%
29.08 - 01.09.2019,3,Форсаж: Хоббс и Шоу,4484464,16127,918,4885,17,0.62%,0.92%
22.08 - 25.08.2019,3,Я иду искать,56784723,200266,13050,4351,15,17.49%,12.26%
22.08 - 25.08.2019,3,Angry Birds 2 в кино,50618335,236342,13715,3690,17,15.59%,12.89%
22.08 - 25.08.2019,3,Однажды... в Голливуде,46840288,147687,7300,6416,20,14.43%,6.86%
22.08 - 25.08.2019,3,Капкан,26675963,103436,10190,2617,10,8.22%,9.57%
22.08 - 25.08.2019,3,ЭБИГЕЙЛ,21402188,95370,10620,2015,8,6.59%,9.98%
22.08 - 25.08.2019,3,Король Лев,19058930,82773,4170,4570,19,5.87%,3.92%
22.08 - 25.08.2019,3,Форсаж: Хоббс и Шоу,18755810,67458,3794,4943,17,5.78%,3.56%
22.08 - 25.08.2019,3,Игра Ганнибала,17122676,57169,4828,3546,11,5.27%,4.54%
22.08 - 25.08.2019,3,Битва,16989046,69996,10612,1600,6,5.23%,9.97%
22.08 - 25.08.2019,3,Падение ангела,9828255,34108,3772,2605,9,3.03%,3.54%
15.08 - 18.08.2019,3,Angry Birds 2 в кино,85358992,387082,22730,3755,17,20.13%,19.05%
