title,release_date_uais,magic_number,profit_uais,type_uais,age_restriction
Мамочка,,121025114.0,574696.0,художественный,«18+» запрещено для детей
Мамы 3,,111015614.0,70702816.2,художественный,«12+» для детей старше 12 лет
Манглхорн,Fri Nov 06 2015 00:00:00 GMT+0300 (MSK),121011115.0,2875257.5,художественный,«16+» для детей старше 16 лет
Маннайгы таптал (Первая любовь),Wed Dec 02 2015 00:00:00 GMT+0300 (MSK),211003415.0,491457.0,художественный,«12+» для детей старше 12 лет
Марсианин,Mon Aug 10 2015 00:00:00 GMT+0300 (MSK),121016315.0,1089858342.2,художественный,«16+» для детей старше 16 лет
Махни крылом,Wed Jun 11 2014 00:00:00 GMT+0300 (MSK),124002814.0,796456.0,анимационный,«6+» для детей старше шести лет
Машина времени в джакузи 2,,121005015.0,16149552.8,художественный,«18+» запрещено для детей
Медведи-соседи,Wed Sep 10 2014 00:00:00 GMT+0300 (MSK),124002414.0,391230.0,анимационный,«0+» для любой зрительской аудитории
Медведи-соседи: Зимние каникулы,,124003414.0,2717888.7,анимационный,«0+» для любой зрительской аудитории
Между делом,Sun May 03 2015 00:00:00 GMT+0300 (MSK),121001615.0,31048143.4,художественный,«18+» запрещено для детей
Метаморфозис,,111010915.0,775710.0,художественный,«18+» запрещено для детей
"Милый Ханс, Дорогой Петр",,111010715.0,287850.0,художественный,«16+» для детей старше 16 лет
Миньоны,Mon Sep 07 2015 00:00:00 GMT+0300 (MSK),124001715.0,1646498183.7,анимационный,«6+» для детей старше шести лет
Мир Юрского периода,Fri Nov 06 2015 00:00:00 GMT+0300 (MSK),121006515.0,1211157790.0,художественный,«12+» для детей старше 12 лет
Мисс Переполох,Sun Jul 05 2015 00:00:00 GMT+0300 (MSK),121006615.0,42329420.4,художественный,«16+» для детей старше 16 лет
Миссия невыполнима: Племя изгоев,Mon Jun 08 2015 00:00:00 GMT+0300 (MSK),121015415.0,569488110.3,художественный,«16+» для детей старше 16 лет
Модная штучка,,121005215.0,2170057.5,художественный,«12+» для детей старше 12 лет
Молода и прекрасна,,121019113.0,,художественный,«18+» запрещено для детей
Молодая кровь,,121017415.0,1444212.0,художественный,«16+» для детей старше 16 лет
Молодость,,121020315.0,37867929.9,художественный,«18+» запрещено для детей
Монстры на каникулах,,124002212.0,842234.0,анимационный,«6+» для детей старше шести лет
Монстры на каникулах 2,,124003615.0,1000148974.4,анимационный,«6+» для детей старше шести лет
Морские динозавры 3D: Путешествие в доисторический мир,,123000210.0,61650.0,научно-популярный,Для любой зрительской аудитории
Москва никогда не спит,Mon Mar 09 2015 00:00:00 GMT+0300 (MSK),111010615.0,9468913.5,художественный,«16+» для детей старше 16 лет
Моя мама,,121019415.0,590441.5,художественный,«16+» для детей старше 16 лет
Мстители,Mon Mar 05 2012 00:00:00 GMT+0300 (MSK),121009312.0,2310470.0,художественный,"Зрителям, достигшим 14 лет"
Мстители: Эра Альтрона,,121007215.0,1500906611.9,художественный,«12+» для детей старше 12 лет
Музеи Ватикана,Wed Nov 12 2014 00:00:00 GMT+0300 (MSK),126005214.0,1162530.0,другой,«0+» для любой зрительской аудитории
МУЛЬТ в кино. Выпуск №1,,114000215.0,3353333.6,анимационный,«0+» для любой зрительской аудитории
МУЛЬТ в кино. Выпуск №10,,114001615.0,974203.0,анимационный,«0+» для любой зрительской аудитории
МУЛЬТ в кино. Выпуск №11,Sat Aug 08 2015 00:00:00 GMT+0300 (MSK),114001815.0,1076695.5,анимационный,«0+» для любой зрительской аудитории
МУЛЬТ в кино. Выпуск №12,,114002115.0,2591302.5,анимационный,«0+» для любой зрительской аудитории
МУЛЬТ в кино. Выпуск №13,Sat May 09 2015 00:00:00 GMT+0300 (MSK),114002315.0,3504272.5,анимационный,«0+» для любой зрительской аудитории
МУЛЬТ в кино. Выпуск №14,,114002515.0,3846431.3,анимационный,«0+» для любой зрительской аудитории
МУЛЬТ в кино. Выпуск №15,Tue Feb 10 2015 00:00:00 GMT+0300 (MSK),114002715.0,4920933.0,анимационный,«0+» для любой зрительской аудитории
